project_id,name,coingecko-id,description,token_image_url,ticker,website_url,webapp_url,contract_url,coingecko_url,llama_url,dune_url,rekt_url,whitepaper_url,github_url,docs_url,twitter_url,discord_url,telegram_url,medium_url,tag1,tag2,tag3,tag4
11,Curve,curve-dao-token,"Curve is a decentralized exchange protocol. It is mainly utilized for swapping various stablecoins, as its Automated Market Maker mechanism is designed to handle such trades very efficiently. The protocol's native token is CRV, which people may stake for periods of time in order to earn the right to partake in the protocol's governance decisions as well as to claim a part of the protocol's cash flows.",https://assets.coingecko.com/coins/images/12124/thumb/Curve.png?1597369484,CRV,https://www.curve.fi/,https://curve.fi/,https://curve.fi/contracts,https://www.coingecko.com/en/coins/curve-dao-token,https://defillama.com/protocol/curve,https://dune.xyz/projects/curvefi,,https://curve.fi/whitepaper,https://github.com/curvefi,https://curve.readthedocs.io/,https://twitter.com/curvefinance,https://discord.com/invite/9uEHakc,https://t.me/curvefi,,yield,,,
12,Dodo,dodo,"DODO is a decentralized exchange platform powered by the Proactive Market Maker (PMM) algorithm. It features highly capital-efficient liquidity pools that support single-token provision, reduce impermanent loss, and minimize slippage for traders. The trading platform also offers SmartTrade, a decentralized liquidity aggregation service that routes to and compares various liquidity sources to quote the optimal swap rate between any two token.",https://assets.coingecko.com/coins/images/12651/thumb/dodo_logo.png?1601433025,DODO,https://dodoex.io/,https://app.dodoex.io/exchange/ETH-USDC?network=mainnet,https://dodoex.github.io/docs/docs/deployedInfo/,https://www.coingecko.com/en/coins/dodo,https://defillama.com/protocol/dodo,,,https://dodoex.github.io/docs/docs/whitepaper/,https://github.com/DODOEX,https://dodoex.github.io/docs/docs/,https://twitter.com/BreederDodo,https://discord.com/invite/tyKReUK,https://t.me/dodoex_official,https://medium.com/dodoex,yield,,,
13,Unit,unit-protocol,Unit protocol is a decentralized borrowing protocol that allows using a variety of tokens as collateral. $COL token. $USDP stable coin.,https://assets.coingecko.com/coins/images/11862/thumb/Unit.png?1595580755,DUCK,https://unit.xyz/,https://unit.xyz/,https://github.com/unitprotocol/core/blob/master/CONTRACTS.md,https://www.coingecko.com/en/coins/unit-protocol,https://defillama.com/protocol/unit-protocol,https://dune.xyz/projects/unitprotocol,,,https://github.com/unitprotocol,https://docs.unit.xyz/,https://twitter.com/unitprotocol,https://discord.com/invite/7ry3GH53gm,https://t.me/unit_en,https://unitprotocol.medium.com/,yield,,,
14,Harvest Finance,harvest-finance,"Harvest is an international cooperative of humble farmers pooling resources together in order to earn DeFi yields. When farmers deposit, Harvest automatically farms the highest yields with these deposits using the latest farming techniques.",https://assets.coingecko.com/coins/images/12304/thumb/Harvest.png?1613016180,FARM,https://harvest.finance/,https://harvest.finance/,https://farm.chainwiki.dev/en/contracts,https://www.coingecko.com/en/coins/harvest-finance,https://defillama.com/protocol/harvest-finance,,,,https://github.com/harvest-finance,https://farm.chainwiki.dev/en/home,https://twitter.com/harvest_finance,https://discord.com/invite/R5SeTVR,https://t.me/Breadforthepeople,https://medium.com/harvest-finance,yield,,,
15,FTX,ftx-token,"FTX is a cryptocurrency exchange built by traders, for traders. FTX offers products including industry-first derivatives, options, volatility products and leveraged tokens. FTX aims to develop a platform robust enough for professional trading firms and intuitive enough for first-time users.",https://i.imgur.com/yQDvfFn.png,FTT,https://ftx.com/,,,https://www.coingecko.com/en/coins/ftx-token,,,,https://ftx.com/static/media/ftt-white-paper.92bb0d80.pdf,,,https://twitter.com/FTX_Official,,https://t.me/FTX_Official,https://ftx.medium.com/,cex,buy-crypto,,
16,Kyber,kyber-network-crystal,Kyber Network is a blockchain-based liquidity hub that connects liquidity from a wide range of sources to power instant and secure crypto exchange in any decentralized application.,https://cryptologos.cc/logos/kyber-network-knc-logo.png,KNC,https://kyber.network/,https://kyberswap.com/swap,,https://www.coingecko.com/en/coins/kyber-network-crystal,https://defillama.com/protocol/kyber,https://dune.xyz/projects/kyber,,https://files.kyber.network/Kyber_Protocol_22_April_v0.1.pdf,https://github.com/kybernetwork,https://developer.kyber.network/docs/Katalyst-Intro/,https://twitter.com/kybernetwork,https://discord.com/invite/HdXWUb2pQM,https://t.me/officialkybernetwork,https://medium.com/@kyberteam,dex,amm,,
17,Loopring,loopring,"Loopring is a zkRollup exchange and payment protocolLoopring is an Ethereum Layer-2 scaling protocol. It allows for building high-throughput, low-cost, non-custodial AMMs, orderbook exchanges, and payment applications on Ethereum by leveraging Zero-Knowledge Proofs.",https://raw.githubusercontent.com/trustwallet/assets/master/blockchains/ethereum/assets/0xBBbbCA6A901c926F240b89EacB641d8Aec7AEafD/logo.png,LRC,https://loopring.io/#/,https://exchange.loopring.io/swap,https://loopring.readthedocs.io/en/latest/English/token/,https://www.coingecko.com/en/coins/loopring,https://defillama.com/protocol/loopring,https://dune.xyz/projects/loopring,,https://loopring.org/resources/en_whitepaper.pdf,https://github.com/Loopring,https://docs.loopring.io/en/,https://twitter.com/loopringorg,https://discord.com/invite/KkYccYp,https://t.me/loopring_en,https://medium.com/loopring-protocol,dex,amm,,
18,Polygon,matic-network,Polygon is a protocol and a framework for building and connecting Ethereum-compatible blockchain networks,https://cryptologos.cc/logos/polygon-matic-logo.png,MATIC,https://polygon.technology/,https://polygon.technology/get-started/,,https://www.coingecko.com/en/coins/polygon,https://defillama.com/chain/Polygon,,,,,,,,,,infrastructure,,,
19,Maker,maker,"Maker is a decentralized lending platform that allows people to lock in their crypto collateral in exchange for DAI, a decentralized stablecoin whose price target is pegged to $1. The protocol's native token used for governance is MKR.",https://assets.coingecko.com/coins/images/1364/thumb/Mark_Maker.png?1585191826,MKR,https://makerdao.com/,https://oasis.app/,https://etherscan.io/token/0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,https://www.coingecko.com/en/coins/maker,https://defillama.com/protocol/makerdao,https://dune.xyz/projects/makerdao,,https://makerdao.com/en/whitepaper/,https://github.com/makerdao,https://docs.makerdao.com/ ,https://twitter.com/MakerDAO,,https://t.me/makerdaoOfficial,https://medium.com/@MakerDAO,yield,,,
20,Indexed finance,indexed-finance,"Indexed Finance is a project focused on the development of passive portfolio management strategies for the Ethereum network. Indexed Finance is managed by the holders of its governance token NDX, which is used to vote on proposals for protocol updates and high level index management such as the definition of market sectors and the creation of new management strategies.",https://assets.coingecko.com/coins/images/13546/thumb/indexed-light.74bb5471.png?1609712728,NDX,https://indexed.finance/,https://indexed.finance/,https://etherscan.io/token/0x86772b1409b61c639eaac9ba0acfbb6e238e5f83,https://www.coingecko.com/en/coins/indexed-finance,https://defillama.com/protocol/indexed-finance,,,,https://github.com/indexed-finance,https://github.com/indexed-finance/docs,https://twitter.com/ndxfi,https://discord.com/invite/jaeSTNPNt9,https://t.me/ndxfi,https://ndxfi.medium.com/,yield,,,
21,Numeraire,numeraire,The hardest data science tournament on the planet. Build the world's last hedge fund by predicting the stock market.,https://assets.coingecko.com/coins/images/752/thumb/numeraire.png?1592538976,NMR,https://numer.ai/,,,,,,,,,,,,,,yield,,,
22,Premia,premia,"Premia's automated options market enables best-in-class pricing based on realtime supply and demand, bringing fully-featured peer-to-pool trading and capital efficiency to DeFi options.",https://assets.coingecko.com/coins/images/13962/small/apple-touch-icon.png,PREMIA,https://premia.finance/,https://premia.finance/positions,https://github.com/PremiaFinance/premia-contracts,https://www.coingecko.com/en/coins/premia,https://defillama.com/protocol/premia,,,,https://github.com/PremiaFinance,,https://twitter.com/PremiaFinance,https://discord.com/invite/xun5EWJFhH,,https://premia.medium.com/,yield,,,
23,Rari Capital,rari-governance-token,"Rari Capital is a suite of decentralized finance protocols on a mission to bridge the gap between technical and non-technical minds, in order to bring the next wave of mass users into this industry. We have built a series of products that create and deliver aggregate yield, allowing you a simple and safe avenue of value-accrual to your existing assets.",https://assets.coingecko.com/coins/images/12900/thumb/Rari_Logo_Transparent.png?1613978014,RGT,https://rari.capital/,https://app.rari.capital/,,https://www.coingecko.com/en/coins/rari-governance-token,https://defillama.com/protocol/rari-capital,,,,https://github.com/Rari-Capital,https://docs.rari.capital/,https://twitter.com/RariCapital,https://discord.com/invite/HzUMPuT,https://t.me/RariCapitalChat,https://medium.com/rari-capital,yield,,,
24,Synthetix,havven,"Synthetix is a decentralized synthetic asset issuance protocol. It allows people to stake its native token, SNX, over periods of time, in exchange of synthetic assets, which may reflect fiat (or crypto-) currencies, commodities, and other sorts of financial assets. By cultivating an ecosystem of synths backed by a single collateral, the protocol allows people to gain exposure to a variety of assets, as well as trade them for one another in an efficient way.",https://raw.githubusercontent.com/trustwallet/assets/master/blockchains/ethereum/assets/0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F/logo.png,SNX,https://synthetix.io/,https://www.synthetix.io/synths,https://docs.synthetix.io/addresses/,https://www.coingecko.com/en/coins/synthetix-network-token,,,,https://www.synthetix.io/uploads/synthetix_whitepaper.pdf,https://github.com/Synthetixio,https://docs.synthetix.io/,https://twitter.com/synthetix_io,https://discord.com/invite/AEdUHzt,https://t.me/havven_news,https://blog.synthetix.io/,infrastructure,,,
25,Sushi,sushi,"Sushiswap is a decentralized exchange protocol. While originally launching as a Uniswap fork, the project's community has since developed a wide range of features that make use of decentralized liquidity pools. The Kasi suite of the protocol allows people to lend and borrow tokens as well as to trade with leverage in a decentralized way, for example. The protocols native token, SUSHI, can be staked in order to claim a part of the protocol's fees.",https://assets.coingecko.com/coins/images/12271/thumb/512x512_Logo_no_chop.png?1606986688,SUSHI,https://www.sushi.com/,https://app.sushi.com/swap,https://dev.sushi.com/sushiswap/contracts,https://www.coingecko.com/en/coins/sushi,https://defillama.com/protocol/sushiswap,,,,https://github.com/sushiswap,https://dev.sushi.com/,https://twitter.com/sushiswap,https://discord.com/invite/CD2YdZzb7Z,,https://medium.com/sushiswap-org,dex,amm,,
26,Uniswap,uniswap,"Uniswap is a decentralized exchange protocol. It allows people to set up or contribute to liquidity pools consisting of various ERC-20 pairs, or to use the available liquidity to swap their tokens against another using its Automated Market Maker mechanism. The protocols native governance token is UNI, allowing holders to propose and vote on changes made to the Uniswap protocol.",https://ipfs.io/ipfs/QmXttGpZrECX5qCyXbBQiqgQNytVGeZW5Anewvh2jc4psg,UNI,https://app.uniswap.org/,https://app.uniswap.org/#/swap,https://etherscan.io/token/0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,https://www.coingecko.com/en/coins/uniswap,https://defillama.com/protocol/uniswap,https://dune.xyz/projects/uniswap,,https://uniswap.org/whitepaper-v3.pdf,https://github.com/Uniswap,,https://twitter.com/Uniswap,https://discord.com/invite/FCfyBSbCU5,,,dex,amm,,
27,Yam finance,yam-2,"Yam launched on August 12th, 2020 as An Experiment in Fair Farming, Governance, and Elasticity. Yam Protocol mashes up some of the most exciting innovations in programmable money and governance. Built by a team of DeFi natives, but now controlled by the community. On December 29th, 2020 the Yam community has voted to disable the rebasing / elastic supply function of Yam and the scaling factor of Yam has been fixed at 2.50.",https://assets.coingecko.com/coins/images/12179/thumb/YAM-v2.png?1597892396,YAM,https://yam.finance/,https://yam.finance/dashboard,,https://www.coingecko.com/en/coins/yam,https://defillama.com/protocol/yam-finance,,,,https://github.com/yam-finance,,https://twitter.com/YamFinance,https://discord.com/invite/nKKhBbk,,https://yamfinance.medium.com/,yield,,,
28,Yearn,yearn-finance,"Yearn finance is a protocol of DeFi protocols, in a way. People can deposit their tokens into yearn's vaults to earn yield on their crypto assets in various ways. The protocol employs numerous strategies to find the best opportunities the DeFi market presents across various lending- and trading platforms. YFI is the governance token for the Yearn Finance protocol. It can be used to vote and receive cash flows from the fees earned by the protocol.",https://assets.coingecko.com/coins/images/11849/thumb/yfi-192x192.png?1598325330,YFI,https://yearn.finance/,https://yearn.finance/vaults,https://docs.yearn.finance/developers/deployed-contracts-registry,https://www.coingecko.com/en/coins/yearn-finance,https://defillama.com/protocol/yearn-finance,https://dune.xyz/projects/yearn,,,https://github.com/yearn,https://docs.yearn.finance/,https://twitter.com/iearnfinance,https://discord.com/invite/93PHbB4,https://t.me/yearnfinance,https://medium.com/iearn,yield,,,
29,0x,0x,0x is a protocol that facilitates the peer-to-peer exchange of Ethereum-based assets. The protocol serves as an open standard and common building block for any developer needing exchange functionality. 0x provides secure smart contracts that are externally audited; developer tools tailored to the 0x ecosystem; and open access to a pool of shared liquidity. Developers can integrate with 0x at the smart contract or application layer.,https://assets.coingecko.com/coins/images/863/thumb/0x.png?1547034672,ZRX,https://0x.org/,https://matcha.xyz/,https://etherscan.io/token/0xe41d2489571d322189246dafa5ebde1f4699f498,https://www.coingecko.com/en/coins/0x,,https://dune.xyz/projects/0x,,https://0x.org/docs/core-concepts,https://github.com/0xProject,https://0x.org/docs,https://twitter.com/0xproject,https://discord.gg/d3FTX3M,,,defi,dex,infrastructure,
30,Defi llama,,DefiLlama is committed to accurate data without ads or sponsored content and transparency. They list DeFi projects from all chains.,,,https://defillama.com/home,,,,,,,,,,,,,,analytics,,,
31,TradingLite,,"Next-generation charting and volume analysis platform. Advanced heatmap visualization, live data, indicator scripting, support for all major crypto exchanges and more.",,,https://tradinglite.com/,,,,,,,,,,https://twitter.com/tradinglite,https://tradinglite.com/discord,,,analytics,,,
32,L2 beat,,"L2BEAT was created to provide transparent and verifiable insights into emerging layer two (L2) technologies which, in line with the rollup-centric Ethereum scaling roadmap are aimed at scaling Ethereum.",,,https://l2beat.com/?view=risk,,,,,,,,,,,,,,analytics,layer-2,,
33,Moonpay,,"MoonPay is a financial technology company that builds payments infrastructure for crypto. Their on-and-off-ramp suite of products allow for converting between fiat currencies and cryptocurrencies using all major payment methods including debit and credit card, local bank transfers, Apple Pay, Google Pay, and Samsung Pay. MoonPay is active in more than 160 countries and is trusted by 250+ leading wallets, websites, and applications to accept payments and defeat fraud.",https://pbs.twimg.com/profile_images/1331730558146240514/-RZtxIFl_400x400.jpg,,https://www.moonpay.com/,,,,,,,,,,,,,,buy-crypto,buy-crypto,,
34,Binance,binancecoin,"Binance is the world's largest centralised crypto exchange. Depending on your location they offer access to spot and futures markets, derivatives, finance and NFTs",https://cryptologos.cc/logos/binance-coin-bnb-logo.png,BNB,https://www.binance.com/en/register?ref=VNP1A8SR,,,,,,,,,,,,,,cex,buy-crypto,,
35,Coinbase,,"Coinbase is he most trusted cryptocurrency platform, and an ideal starting point if you're new to crypto. They started in 2012 with the idea that anyone, anywhere, should be able to easily and securely send and receive Bitcoin. Today, they offer a trusted and easy-to-use platform for accessing the broader cryptoeconomy.",https://assets.coinbase.com/assets/coinbase.d491999a12d7c093ec6cd83ad64a1e23.png,,https://www.coinbase.com/,,,,,,,,,,,,,,cex,buy-crypto,,
36,Gate io,,Gate.io is an unregulated altcoin exchange,https://www.gate.io/images/gateio.svg,,https://www.gate.io/signup/3303835,,,,,,,,,,,,,,cex,buy-crypto,,
37,Gemini,,"Gemini is a regulated cryptocurrency exchange, wallet, and custodian that makes it simple and secure to buy bitcoin, ether, and other cryptocurrencies. They are a licensed New York trust company that undergoes regular bank exams and is subject to the cybersecurity audits conducted by the New York Department of Financial Services",https://s2.coinmarketcap.com/static/img/coins/200x200/3306.png,,https://gemini.com/share/86yng7t9,,,,,,,,,,,,,,cex,buy-crypto,,
38,OKEx,,A centralised exchanged with an extensive crypto academy in Mandarin,https://upload.wikimedia.org/wikipedia/commons/8/89/Official_logo_of_OKEx.png,,https://www.okex.com/join/4945328,,,,,,,,,,,,,,cex,buy-crypto,,
39,OKCoin,,"Okcoin a globally licensed exchange with offices in San Francisco, Miami, Malta, Hong Kong, Singapore and Japan. They have a clean modern UI and an easy to use staking offering",https://i.pinimg.com/736x/80/9e/7d/809e7d9f8f2201646b11cc69c0c875c5.jpg,,https://www.okcoin.com/join?channelId=600054339,,,,,,,,,,,,https://t.me/okcoin_en,,cex,buy-crypto,,
40,Colony,,"The Colony Network is a suite of smart contracts, running on Ethereum. It provides a general purpose framework for the essential functions organizations require, such as ownership, structure, authority, and financial management.",,,https://colony.io/,,,,,,,,,,,,,,dao,,,
41,Daohaus,daohaus,DAOhaus is a no-code platform for launching and running DAOs. It is owned and operated by the community. All DAOs on the platform utilize the glorious open-source code of Moloch,,HAUS,https://daohaus.club/,,,,,,,,,,,,,,dao,,,
42,Fairmint,,"With Fairmint, founders can launch a continuous securities offering based on a fixed percentage of their company's equity. Such offerings enable stakeholders to buy and earn convertible securities at any single time, directly from the company's website.",,,https://fairmint.co/,,,,,,,,,,,,,,dao,,,
43,Opolis,,"Opolis is a next-generation Employment Cooperative offering high-quality, affordable employment benefits and shared services to independent contractors, freelancers, digital nomads, solopreneurs and sole-practitioners.
",,,https://opolis.co/,,,,,,,,,,,,,,dao,,,
44,Paraswap,paraswap,ParaSwap aggregates decentralized exchanges and other DeFi services in one comprehensive interface to streamline and facilitate users' interactions with Ethereum's decentralized finance.,,PSP,https://paraswap.io/,https://paraswap.io/#/?network=ethereum,,,,,,,https://github.com/paraswap,https://doc.paraswap.network/,https://twitter.com/paraswap,https://discord.com/invite/wYePFfR,https://t.me/paraswap,https://paraswap.medium.com/,yield,,,
45,Cozy,,Cozy is an open-source protocol for automated and trust-minimized Protection Markets. Protection Markets allow you to provide and receive protection against predefined conditions like a loss of funds due to a smart contract hack. Anybody can create and use Protection Markets.,,,https://www.cozy.finance/,https://www.cozy.finance/,,,,,,,,,,,,,yield,,,
46,fees.wtf,,"You've spent 🤔 on gas. Right now, that's 🤔. You used 🤔 gas to send 🤔 transactions, with an average price of 🤔 gwei. 🤔 of them failed, costing you 🤔.",,,https://fees.wtf/,,,,,,,,,,,,,,defi-tool,,,
47,vfat - pool tools,,"It ain't much, but it's honest work",,,https://vfat.tools/all/,,,,,,,,,,,,,,defi-tool,,,
48,Augur,augur,"Augur is a peer-to-peer, decentralized exchange, enabling universal and transparent access to its markets. Augur is powered by Ethereum, which enables payouts to run as an automated process that no person or organisation, including Augur, can interfere with",https://raw.githubusercontent.com/trustwallet/assets/master/blockchains/ethereum/assets/0x1985365e9f78359a9B6AD760e32412f4a445E862/logo.png,REP,https://www.augur.net/,,,,,,,,,,,,,,defi-tool,,,
49,Etherscan,,"Etherscan is the leading BlockChain Explorer, Search, API and Analytics Platform for Ethereum, a decentralized smart contracts platform. Built and launched in 2015 it is one of the earliest and longest running independent project built around Ethereum and its community with the mission of providing equitable access to blockchain data.",,,https://etherscan.io/,,,,,,,,,,,,,,defi-tool,,,
50,Liquidity folio,,Like-for-like comparisons and forecasts across $15B+ of liquidity pools assets,,,https://www.liquidityfolio.com/,,,,,,,,,,,,,,defi-tool,,,
51,Stake dao,stake-dao,"Stake DAO curates the top strategies, staking protocols, and more, into one intuitive dashboard, offering users an easy way to earn more from their assets. Every strategy has a carefully weighted risk score, enabling everyone to participate on their own terms and risk appetites. From strategies based on stablecoins to Bitcoin and a comprehensive range of ERC-20 tokens, our platform has everything users need to secure higher returns on their crypto.",https://assets.coingecko.com/coins/images/13724/thumb/stakedao_logo.jpg?1611195011,SDT,https://stakedao.org/,,,,,,,,,,,,,,defi-tool,,,
52,Tokensets,,"Set Protocol is an Ethereum-native DeFi primitive that leverages existing Open Finance protocols to allow for the bundling of crypto-assets into fully collateralised baskets, which are represented as ERC20 tokens on the Ethereum blockchain. These Set tokens act as structured products that represent the manager's strategy, which others can replicate by simply holding the Set.",https://www.tokensets.com/static/media/set-and-tokensets-logo.872a2884.svg,,https://www.tokensets.com/,,,,,,,,,,,,,,defi-tool,aggregator,,
53,Zapper,,A simple dashboard for DeFi. Easily track and visualize all your DeFi assets and liabilities in one simple interface.,,,https://zapper.fi/,,,,,,,,,,,,,,defi-tool,portfolio,,
54,Zerion,,"Zerion is the ultimate DeFi investment interface, allowing you to discover every asset on the market, trade at the best rates and manage your entire DeFi portfolio from one place. Zerion tracks over 50 protocols, making it easy to find your tokens spread across multiple DeFi platforms and Ethereum addresses. ",,,https://zerion.io/,,,,,,,,,,,,,,defi-tool,portfolio,,
